1.528358459472656250e+00,-5.592904090881347656e-01
3.779553174972534180e+00,-3.907146453857421875e+00
4.106247425079345703e+00,-4.892475128173828125e+00
4.156659126281738281e+00,-5.159811019897460938e+00
4.229195594787597656e+00,-5.249915599822998047e+00
4.308332443237304688e+00,-5.286896705627441406e+00
4.367432594299316406e+00,-5.266144752502441406e+00
4.398015975952148438e+00,-5.234546184539794922e+00
4.438092231750488281e+00,-5.192131042480468750e+00
4.476212024688720703e+00,-5.173350334167480469e+00
4.505529403686523438e+00,-5.127990245819091797e+00
4.532853126525878906e+00,-5.085546970367431641e+00
4.558040618896484375e+00,-5.042245864868164062e+00
4.595381736755371094e+00,-5.025949001312255859e+00
