-8.498071432113647461e-01,6.779759407043457031e+00
-1.139966130256652832e+00,7.071504592895507812e+00
-9.871590137481689453e-01,6.766881942749023438e+00
-9.734954833984375000e-01,6.423131942749023438e+00
-9.811527729034423828e-01,6.123693466186523438e+00
-9.229775667190551758e-01,5.801071166992187500e+00
-9.819934368133544922e-01,5.443863868713378906e+00
-1.012613654136657715e+00,5.414599418640136719e+00
-1.044656515121459961e+00,5.304435729980468750e+00
-8.254094123840332031e-01,5.333630561828613281e+00
-5.573863983154296875e-01,5.354205608367919922e+00
-5.012904405593872070e-01,5.443422794342041016e+00
-2.792816162109375000e-01,5.344317436218261719e+00
-3.790234327316284180e-01,5.482900142669677734e+00
-4.035615921020507812e-01,5.528795242309570312e+00
-6.671682596206665039e-01,5.567540645599365234e+00
-8.422195911407470703e-01,5.612245559692382812e+00
