-4.872741222381591797e+00,3.817987442016601562e-02
-6.257907867431640625e+00,-9.193289279937744141e-02
-5.862891674041748047e+00,1.875752210617065430e-02
-5.681720733642578125e+00,6.174331903457641602e-02
-1.954277992248535156e+00,2.172649502754211426e-01
-3.831807613372802734e+00,2.500493526458740234e-01
-5.203173637390136719e+00,2.201100587844848633e-01
-3.791360378265380859e+00,3.108264207839965820e-01
-3.618702888488769531e+00,3.538670539855957031e-01
-3.808542490005493164e+00,4.055915474891662598e-01
-4.011523246765136719e+00,4.576169252395629883e-01
-3.465507745742797852e+00,5.302475690841674805e-01
-5.012325286865234375e+00,5.076854228973388672e-01
-4.087007999420166016e+00,5.784876942634582520e-01
