-2.868514537811279297e+00,-1.191641211509704590e+00
-3.223939418792724609e+00,-3.438930749893188477e+00
-2.864616632461547852e+00,-4.946338653564453125e+00
-2.899956941604614258e+00,-5.953999519348144531e+00
-4.448896884918212891e+00,-7.063411712646484375e+00
-5.689903259277343750e+00,-7.838369846343994141e+00
-5.925395011901855469e+00,-8.319276809692382812e+00
-6.440900325775146484e+00,-8.583023071289062500e+00
-6.527858257293701172e+00,-1.020616531372070312e+01
-6.269509792327880859e+00,-9.714074134826660156e+00
-8.023853302001953125e+00,-9.848909378051757812e+00
-7.683317184448242188e+00,-1.088255214691162109e+01
-8.694844245910644531e+00,-1.134656143188476562e+01
-8.157844543457031250e+00,-1.139035797119140625e+01
