6.480347156524658203e+00,-1.068151742219924927e-01
2.041204261779785156e+01,1.452620744705200195e+00
1.201759243011474609e+01,1.860619544982910156e+00
5.580125331878662109e+00,1.981728792190551758e+00
9.467158317565917969e-01,2.002105712890625000e+00
-1.126684665679931641e+00,1.980023503303527832e+00
-1.821922302246093750e+00,1.934904575347900391e+00
-2.571594715118408203e+00,1.890975952148437500e+00
-4.062064647674560547e+00,1.839278221130371094e+00
-3.346773147583007812e+00,1.794901013374328613e+00
-1.837882041931152344e+00,1.755963802337646484e+00
-3.781497478485107422e+00,1.714930057525634766e+00
-4.275830745697021484e+00,1.681894302368164062e+00
-3.670036315917968750e+00,1.645824670791625977e+00
