1.347229328878761512e-02,1.619532667973544449e-05
4.245121566108148170e-01,1.612258329987525940e-02
8.737053545425845780e-01,6.840267032384872437e-02
7.611768890558989753e-01,5.073623731732368469e-02
1.839646866636919897e+00,2.693173289299011230e-01
3.686696337835804194e-01,1.190939638763666153e-02
2.603559347702763538e-01,5.046944599598646164e-03
1.433019810279241857e-01,1.639537978917360306e-03
4.979410881418734613e-02,2.111047506332397461e-04
1.508499106988865635e-01,1.979719847440719604e-03
6.053482613539989954e-01,2.989076450467109680e-02
5.451266179869463935e-01,2.624897286295890808e-02
4.881888242209281858e-01,2.256325632333755493e-02
2.687455777532644086e-01,6.890482269227504730e-03
1.028542877064228867e+00,7.791529595851898193e-02
2.516055652869286230e-01,5.714454222470521927e-03
4.645040623721376494e-01,1.960320025682449341e-02
3.363063472265426790e-01,9.079948998987674713e-03
3.174978735176474109e-01,8.105048909783363342e-03
4.169959343749138347e-01,1.369057223200798035e-02
3.317197513202550518e-01,8.647565729916095734e-03
2.848588287173320577e+00,6.249049305915832520e-01
5.666650566318615079e-01,2.454723604023456573e-02
1.664966204606098399e-01,2.017664955928921700e-03
1.333968942890221554e-01,1.405977178364992142e-03
1.040780715238148302e+00,7.765704393386840820e-02
3.180495400481901935e-01,7.453771308064460754e-03
2.508232774537995646e-01,4.365373402833938599e-03
1.020247937382585679e-01,7.388197118416428566e-04
4.846531572882774586e-01,1.764432899653911591e-02
2.725991916213741373e-01,5.365162156522274017e-03
3.081395129761086982e-01,5.531644448637962341e-03
1.846144190625340076e-01,2.380132209509611130e-03
4.724694439622715847e-01,1.691128313541412354e-02
3.162074971063189022e+00,7.220510244369506836e-01
2.921271064033220677e-01,5.908456631004810333e-03
2.742443013961448628e+00,5.379197001457214355e-01
5.147354295170868399e-01,1.776317879557609558e-02
3.327897562602102788e+00,7.577294111251831055e-01
2.902212441451755609e+00,5.741547346115112305e-01
1.135227736432942169e+00,8.886685967445373535e-02
8.135101338819453187e-02,4.377820587251335382e-04
2.132968267073265256e+00,2.958044111728668213e-01
1.048304555606600852e+00,7.075115293264389038e-02
7.662451696484734454e-01,3.758534789085388184e-02
4.241411312616677476e-01,1.146206259727478027e-02
7.687853083325772996e-01,3.560411557555198669e-02
8.671248155635782329e-01,4.632299765944480896e-02
7.168312164409927911e-01,2.909900993108749390e-02
1.122668224620227750e+00,7.703425735235214233e-02
9.308261920250678889e-01,5.072497203946113586e-02
2.375600341127994675e+00,3.327417671680450439e-01
3.287015810631905288e-01,6.708178669214248657e-03
1.624994267448701013e+00,1.620491743087768555e-01
8.856663252161374178e-01,4.662797227501869202e-02
6.740157187380726445e-01,2.757344022393226624e-02
3.047940947952025303e-01,5.602876190096139908e-03
1.404839933984472822e+00,1.222477629780769348e-01
2.519228700258675957e+00,3.755040466785430908e-01
2.222629034692370276e+00,2.934327721595764160e-01
1.463826585396213742e-01,1.298937015235424042e-03
7.939855220361635713e-01,3.845665976405143738e-02
3.130806842888540054e+00,5.575708150863647461e-01
8.505459993974080479e-01,4.322090372443199158e-02
6.343547143946060007e-01,2.456755191087722778e-02
7.869655368848250676e-01,3.647967427968978882e-02
6.734200002672615648e-01,2.650729380548000336e-02
6.944084245331433314e-01,2.833487279713153839e-02
3.756665285843764357e-01,8.777849376201629639e-03
2.525351512877161975e-01,3.984974231570959091e-03
1.229974958514220118e+00,9.365412592887878418e-02
1.402191591467197851e+00,1.219920665025711060e-01
5.091312209447526049e-01,1.630313135683536530e-02
1.073088101198107047e+00,7.024642825126647949e-02
4.845221240393958184e-01,1.646124385297298431e-02
8.134387349624248864e-02,4.351116949692368507e-04
2.234664329752613591e-03,3.317553023407526780e-07
1.522250983306317362e+00,1.402518004179000854e-01
4.957982128337696803e-01,1.808368042111396790e-02
4.974098187281791317e-01,1.836338825523853302e-02
4.578633243175145306e-01,1.407871115952730179e-02
1.483427391130094919e-01,1.505896914750337601e-03
1.085995550719144775e+00,7.712107151746749878e-02
1.137002044270142703e-01,9.735575877130031586e-04
3.220449014163054180e+00,6.158872842788696289e-01
2.296263361554607418e-01,3.390074940398335457e-03
1.269238184609482456e+00,1.077673882246017456e-01
4.007178907704393445e-01,1.267873588949441910e-02
2.820742216947984549e-01,5.576964467763900757e-03
8.626446419346573968e-01,5.174566805362701416e-02
3.895346766139667349e-01,1.070178207010030746e-02
3.230108813747152308e+00,6.210717558860778809e-01
8.776693320898778516e-01,5.142089352011680603e-02
2.952492872609636887e+00,5.276243686676025391e-01
3.966067982804455938e-01,1.258924417197704315e-02
9.986738162603108204e-01,6.587335467338562012e-02
2.023370179453985174e-01,2.909197937697172165e-03
8.983425070806946300e-01,5.042053014039993286e-02
8.275197665430051863e-01,4.441506043076515198e-02
1.179063762561560313e+00,9.461142867803573608e-02
6.911028542597182911e-01,3.303212672472000122e-02
4.359187338422716544e-03,1.204474301630398259e-06
1.331911489140142235e+00,1.186982616782188416e-01
4.521071640931639130e-03,1.460857220081379637e-06
3.619310250809860130e-01,1.066057756543159485e-02
3.517653677163151138e-01,1.012475695461034775e-02
8.543374712045942454e-01,4.632850736379623413e-02
8.638582473149317709e-01,5.276697129011154175e-02
1.084928277103355043e+00,7.480325549840927124e-02
2.704440546447544613e-01,6.053016055375337601e-03
2.776397811329624488e-01,6.408018991351127625e-03
1.514781678514640850e+00,1.448943912982940674e-01
1.932214168337675550e-02,3.073551488341763616e-05
2.161510096145855264e-01,3.429739503189921379e-03
3.307121106207843719e-01,8.072030730545520782e-03
1.733126438998775637e-02,1.952821003214921802e-05
6.713618616682831552e-01,2.987378835678100586e-02
4.784012541855673512e-02,1.933221647050231695e-04
1.067829750165107283e+00,8.031895756721496582e-02
